timestamp,equity
0,1500.0
1,1500.0
2,1500.0
3,1500.0
4,1500.0
5,1500.0
6,1500.0
7,1500.0
8,1500.0
9,1500.0
10,1500.0
11,1500.0
12,1500.0
13,1500.0
14,1500.0
15,1500.0
16,1500.0
17,1500.0
18,1500.0
19,1500.0
20,1500.0
21,1500.0
22,1500.0
23,1500.0
24,1500.0
25,1500.0
26,1500.0
27,1500.0
28,1500.0
29,1500.0
30,1500.0
31,1500.0
32,1500.0
33,1500.0
34,1500.0
35,1500.0
36,1500.0
37,1500.0
38,1500.0
39,1500.0
40,1500.0
41,1500.0
42,1500.0
43,1500.0
44,1500.0
45,1500.0
46,1500.0
47,1500.0
48,1500.0
49,1500.0
50,1500.0
51,1500.0
52,1500.0
53,1500.0
54,1500.0
55,1500.0
56,1500.0
57,1500.0
58,1500.0
59,1500.0
60,1500.0
61,1500.0
62,1500.0
63,1500.0
64,1500.0
65,1500.0
66,1500.0
67,1500.0
68,1500.0
69,1500.0
70,1500.0
71,1500.0
72,1500.0
73,1500.0
74,1500.0
75,1500.0
76,1500.0
77,1500.0
78,1500.0
79,1500.0
80,1500.0
81,1500.0
82,1500.0
83,1500.0
84,1500.0
85,1500.0
86,1500.0
87,1500.0
88,1500.0
89,1500.0
90,1500.0
91,1500.0
92,1500.0
93,1500.0
94,1500.0
95,1500.0
96,1500.0
97,1500.0
98,1500.0
99,1500.0
100,1500.0
101,1500.0
102,1500.0
103,1500.0
104,1500.0
105,1500.0
106,1500.0
107,1500.0
108,1500.0
109,1500.0
110,1500.0
111,1500.0
112,1500.0
113,1500.0
114,1500.0
115,1500.0
116,1500.0
117,1500.0
118,1500.0
119,1500.0
120,1500.0
121,1500.0
122,1500.0
123,1500.0
124,1500.0
125,1500.0
126,1500.0
127,1500.0
128,1500.0
129,1500.0
130,1500.0
131,1500.0
132,1500.0
133,1500.0
134,1500.0
135,1500.0
136,1500.0
137,1500.0
138,1500.0
139,1500.0
140,1500.0
141,1500.0
142,1500.0
143,1500.0
144,1500.0
145,1500.0
146,1500.0
147,1500.0
148,1500.0
149,1500.0
150,1500.0
151,1500.0
152,1500.0
153,1500.0
154,1500.0
155,1500.0
156,1500.0
157,1500.0
158,1500.0
159,1500.0
160,1500.0
161,1500.0
162,1500.0
163,1500.0
164,1500.0
165,1500.0
166,1500.0
167,1500.0
168,1500.0
169,1500.0
170,1500.0
171,1500.0
172,1500.0
173,1500.0
174,1500.0
175,1500.0
176,1500.0
177,1500.0
178,1500.0
179,1500.0
180,1500.0
181,1500.0
182,1500.0
183,1500.0
184,1500.0
185,1500.0
186,1500.0
187,1500.0
188,1500.0
189,1500.0
190,1500.0
191,1500.0
192,1500.0
193,1500.0
194,1500.0
195,1500.0
196,1500.0
197,1500.0
198,1500.0
199,1500.0
200,1500.0
201,1500.0
202,1500.0
203,1500.0
204,1500.0
205,1500.0
206,1500.0
207,1500.0
208,1500.0
209,1500.0
210,1500.0
211,1500.0
212,1500.0
213,1500.0
214,1500.0
215,1500.0
216,1500.0
217,1500.0
218,1500.0
219,1500.0
220,1500.0
221,1500.0
222,1500.0
223,1500.0
224,1500.0
225,1500.0
226,1500.0
227,1500.0
228,1500.0
229,1500.0
230,1500.0
231,1500.0
232,1500.0
233,1500.0
234,1500.0
235,1500.0
236,1500.0
237,1500.0
238,1500.0
239,1500.0
240,1500.0
241,1500.0
242,1500.0
243,1500.0
244,1500.0
245,1500.0
246,1500.0
247,1500.0
248,1500.0
249,1500.0
250,1500.0
251,1500.0
252,1500.0
253,1500.0
254,1500.0
255,1500.0
256,1500.0
257,1500.0
258,1500.0
259,1500.0
260,1500.0
261,1500.0
262,1500.0
263,1500.0
264,1500.0
265,1500.0
266,1500.0
267,1500.0
268,1500.0
269,1500.0
270,1500.0
271,1500.0
272,1500.0
273,1500.0
274,1500.0
275,1500.0
276,1500.0
277,1500.0
278,1500.0
279,1500.0
280,1500.0
281,1500.0
282,1500.0
283,1500.0
284,1500.0
285,1500.0
286,1500.0
287,1500.0
288,1500.0
289,1500.0
290,1500.0
291,1500.0
292,1500.0
293,1500.0
294,1500.0
295,1500.0
296,1500.0
297,1500.0
298,1500.0
299,1500.0
300,1500.0
301,1500.0
302,1500.0
303,1500.0
304,1500.0
305,1500.0
306,1500.0
307,1500.0
308,1500.0
309,1500.0
310,1500.0
311,1500.0
312,1500.0
313,1500.0
314,1500.0
315,1500.0
316,1500.0
317,1500.0
318,1500.0
319,1500.0
320,1500.0
321,1500.0
322,1500.0
323,1500.0
324,1500.0
325,1500.0
326,1500.0
327,1500.0
328,1500.0
329,1500.0
330,1500.0
331,1500.0
332,1500.0
333,1500.0
334,1500.0
335,1500.0
336,1500.0
337,1500.0
338,1500.0
339,1500.0
340,1500.0
341,1500.0
342,1500.0
343,1500.0
344,1500.0
345,1500.0
346,1500.0
347,1500.0
348,1500.0
349,1500.0
350,1500.0
351,1500.0
352,1500.0
353,1500.0
354,1500.0
355,1500.0
356,1500.0
357,1500.0
358,1500.0
359,1500.0
360,1500.0
361,1500.0
362,1500.0
363,1500.0
364,1500.0
365,1500.0
366,1500.0
367,1500.0
368,1500.0
369,1500.0
370,1500.0
371,1500.0
372,1500.0
373,1500.0
374,1500.0
375,1500.0
376,1500.0
377,1500.0
378,1500.0
379,1500.0
380,1500.0
381,1500.0
382,1500.0
383,1500.0
384,1500.0
385,1500.0
386,1500.0
387,1500.0
388,1500.0
389,1500.0
390,1500.0
391,1500.0
392,1500.0
393,1500.0
394,1500.0
395,1500.0
396,1500.0
397,1500.0
398,1500.0
399,1500.0
400,1500.0
401,1500.0
402,1500.0
403,1500.0
404,1500.0
405,1500.0
406,1500.0
407,1500.0
408,1500.0
409,1500.0
410,1500.0
411,1500.0
412,1500.0
413,1500.0
414,1500.0
415,1500.0
416,1500.0
417,1500.0
418,1500.0
419,1500.0
420,1500.0
421,1500.0
422,1500.0
423,1500.0
424,1500.0
425,1500.0
426,1500.0
427,1500.0
428,1500.0
429,1500.0
430,1500.0
431,1500.0
432,1500.0
433,1500.0
434,1500.0
435,1500.0
436,1500.0
437,1500.0
438,1500.0
439,1500.0
440,1500.0
441,1500.0
442,1500.0
443,1500.0
444,1500.0
445,1500.0
446,1500.0
447,1500.0
448,1500.0
449,1500.0
450,1500.0
451,1500.0
452,1500.0
453,1500.0
454,1500.0
455,1500.0
456,1500.0
457,1500.0
458,1500.0
459,1500.0
460,1500.0
461,1500.0
462,1500.0
463,1500.0
464,1500.0
465,1500.0
466,1500.0
467,1500.0
468,1500.0
469,1500.0
470,1500.0
471,1500.0
472,1500.0
473,1500.0
474,1500.0
475,1500.0
476,1500.0
477,1500.0
478,1500.0
479,1500.0
480,1500.0
481,1500.0
482,1500.0
483,1500.0
484,1500.0
485,1500.0
486,1500.0
487,1500.0
488,1500.0
489,1500.0
490,1500.0
491,1500.0
492,1500.0
493,1500.0
494,1500.0
495,1500.0
496,1500.0
497,1500.0
498,1500.0
499,1500.0
500,1500.0
501,1500.0
502,1500.0
503,1500.0
504,1500.0
505,1500.0
506,1500.0
507,1500.0
508,1500.0
509,1500.0
510,1500.0
511,1500.0
512,1500.0
513,1500.0
514,1500.0
515,1500.0
516,1500.0
517,1500.0
518,1500.0
519,1500.0
520,1500.0
521,1500.0
522,1500.0
523,1500.0
524,1500.0
525,1500.0
526,1500.0
527,1500.0
528,1500.0
529,1500.0
530,1500.0
531,1500.0
532,1500.0
533,1500.0
534,1500.0
535,1500.0
536,1500.0
537,1500.0
538,1500.0
539,1500.0
540,1500.0
541,1500.0
542,1500.0
543,1500.0
544,1500.0
545,1500.0
546,1500.0
547,1500.0
548,1500.0
549,1500.0
550,1500.0
551,1500.0
552,1500.0
553,1500.0
554,1500.0
555,1500.0
556,1500.0
557,1500.0
558,1500.0
559,1500.0
560,1500.0
561,1500.0
562,1500.0
563,1500.0
564,1500.0
565,1500.0
566,1500.0
567,1500.0
568,1500.0
569,1500.0
570,1500.0
571,1500.0
572,1500.0
573,1500.0
574,1500.0
575,1500.0
576,1500.0
577,1500.0
578,1500.0
579,1500.0
580,1500.0
581,1500.0
582,1500.0
583,1500.0
584,1500.0
585,1500.0
586,1500.0
587,1500.0
588,1500.0
589,1500.0
590,1500.0
591,1500.0
592,1500.0
593,1500.0
594,1500.0
595,1500.0
596,1500.0
597,1500.0
598,1500.0
599,1500.0
600,1500.0
601,1500.0
602,1500.0
603,1500.0
604,1500.0
605,1500.0
606,1500.0
607,1500.0
608,1500.0
609,1500.0
610,1500.0
611,1500.0
612,1500.0
613,1500.0
614,1500.0
615,1500.0
616,1500.0
617,1500.0
618,1500.0
619,1500.0
620,1500.0
621,1500.0
622,1500.0
623,1500.0
624,1500.0
625,1500.0
626,1500.0
627,1500.0
628,1500.0
629,1500.0
630,1500.0
631,1500.0
632,1500.0
633,1500.0
634,1500.0
635,1500.0
636,1500.0
637,1500.0
638,1500.0
639,1500.0
640,1500.0
641,1500.0
642,1500.0
643,1500.0
644,1500.0
645,1500.0
646,1500.0
647,1500.0
648,1500.0
649,1500.0
650,1500.0
651,1500.0
652,1500.0
653,1500.0
654,1500.0
655,1500.0
656,1500.0
657,1500.0
658,1500.0
659,1500.0
660,1500.0
661,1500.0
662,1500.0
663,1500.0
664,1500.0
665,1500.0
666,1500.0
667,1500.0
668,1500.0
669,1500.0
670,1500.0
671,1500.0
672,1500.0
673,1500.0
674,1500.0
675,1500.0
676,1500.0
677,1500.0
678,1500.0
679,1500.0
680,1500.0
681,1500.0
682,1500.0
683,1500.0
684,1500.0
685,1500.0
686,1500.0
687,1500.0
688,1500.0
689,1500.0
690,1500.0
691,1500.0
692,1500.0
693,1500.0
694,1500.0
695,1500.0
696,1500.0
697,1500.0
698,1500.0
699,1500.0
700,1500.0
701,1500.0
702,1500.0
703,1500.0
704,1500.0
705,1500.0
706,1500.0
707,1500.0
708,1500.0
709,1500.0
710,1500.0
711,1500.0
712,1500.0
713,1500.0
714,1500.0
715,1500.0
716,1500.0
717,1500.0
718,1500.0
719,1500.0
720,1500.0
